-2.557674752114063921e+00,5.273851371705913671e+00
-2.523809983472176999e+00,5.291215950764187603e+00
1.219960464757960938e+00,8.232520917606937161e+00
2.415161173550222973e+00,1.233719883587730060e+01
2.640324644161065049e-01,1.157527850595112007e+01
3.170452908527666036e+00,6.003142505746319912e+00
3.568857517290064063e+00,2.736882083729077930e+00
5.100423106907313375e+00,-9.360630783467978056e-01
4.670250960998412637e+00,-2.451741525456852866e+00
1.173536458615225930e+00,-2.207604774162899020e+00
2.326940832778454094e-01,-7.043666807547408482e-01
-1.785964829982930047e+00,-5.731982836952954213e-02
-2.224183886757198803e+00,5.390416856102998366e+00
8.741665897282455688e-01,-1.490453155796237938e+00
5.794816476887195700e-01,-1.159225599440671939e+00
-2.556953437718302080e+00,-8.254928426683364462e-01
-6.689570758584491905e+00,1.931407932299201990e-01
-7.404157426492823824e+00,-1.975937419375884962e+00
-7.404652493118773826e+00,-5.755115933438082365e+00
-5.154889406738780266e+00,-1.030444361019061006e+01
-3.338812324406322141e+00,-1.099584925929075041e+01
1.453269818853359041e+00,-1.332627666384703069e+01
9.029548077673691608e+00,-1.183935444470538911e+01
-1.157247454475486048e+00,5.207180259500652220e+00
1.197442744036644058e+01,-7.910553602592503175e+00
1.631243187404658102e+01,-2.264981803131160820e+00
1.675102980419651999e+01,3.542276877301896998e-01
1.571915799990532925e+01,3.029690877282634975e+00
1.372282909078617941e+01,3.680224834940037049e+00
1.581099511430547011e+01,2.751795531108641946e+00
1.471480867853015972e+01,3.479570434875415952e+00
1.453107944292374931e+01,2.991486404177094105e+00
1.415566852185657964e+01,3.331549325574846065e+00
1.499241783800017913e+01,2.775718887810343816e+00
-2.990042114325381917e-01,4.449853945973149649e+00
1.557443390855125998e+01,2.678097417972390204e+00
1.523838912309271088e+01,2.091423742470015945e+00
1.445331122758154940e+01,2.178486350207708977e+00
1.278002869919060025e+01,1.559787861201131109e+00
1.162163111068056942e+01,9.301944162841724317e-01
1.157057323295605933e+01,1.297946536966670950e-01
1.076769022151326993e+01,1.016100629400781941e+00
1.075209320524871970e+01,1.718546904866447012e+00
1.108344782120354033e+01,5.482456782202485002e-01
9.098632574278191498e+00,8.308223949026888322e-03
-6.279583562173196576e-02,3.787857983047924204e+00
8.392967159002873601e+00,-3.925400816052281722e-02
8.587981167553895290e+00,-5.723728358237283320e-01
7.133687956204171954e+00,5.938548347609202693e-01
7.194698592493430134e+00,3.685630170575744935e-01
5.332346568259639596e+00,7.482783656090242763e-01
4.221289495179263440e+00,1.567904683990618997e+00
4.333410038762664840e+00,5.425348137615946253e-01
3.797729853910882802e+00,9.108074006253595867e-01
2.969997548342872218e+00,1.301707522581114107e+00
2.006456490845457186e+00,1.088733556642559108e+00
8.602243014324828518e-02,2.588702361152448006e+00
-1.078639437489737007e+00,3.497472615974296151e+00
-1.513175339127033059e+00,2.311951140084734124e+00
-1.712718735774106937e+00,2.282219862609748073e+00
-1.865066863703169986e+00,3.550095478868430021e+00
-4.633955305966991900e-01,1.657982457767025020e+00
-6.154212136392587240e-01,2.695094573407649019e+00
8.331994099655588570e-01,2.862131759699947153e+00
2.456280109188355987e-01,3.350081599311338199e+00
-6.774577048256382739e-01,3.938216957742639135e+00
-1.071697432649149073e+00,4.101996287151605358e+00
-1.037827777278619079e+00,3.210360587318480174e+00
-1.811607641048337936e+00,4.899602265230074138e+00
-1.972721080708093933e+00,5.025749486916012643e+00
-2.692050552170285882e-01,4.056342583751726849e+00
-8.713910727615963303e-01,5.343524484912143713e+00
3.310611650149978824e-01,-4.632501576817020794e-01
1.313699700272152049e-01,-1.196455072082060062e-01
-9.836664604924956201e-01,1.775095243416330959e+00
-1.048492873615769039e+00,1.836941827496272994e+00
-1.135605440281717060e+00,1.927077578727524054e+00
-1.154837207631544072e+00,1.755289765152898029e+00
-1.152108174472159074e+00,1.450661085596804956e+00
-1.100287462227665936e+00,1.068825045432542975e+00
-1.007789372580083942e+00,6.423613768525091583e-01
-8.384104547378912198e-01,2.131736247985905053e-01
-8.288957893041711822e-01,1.704778028824514013e-01
-5.277143852568615401e-01,-3.820898947314587124e-01
1.696507202214390109e-01,-1.891326254358194070e-01
-2.223450198935975064e-01,-8.238478597382420388e-01
9.796035432018412870e-02,-1.240877037581676889e+00
2.640018852043592990e-01,-1.338564101564845954e+00
5.581352972747830599e-01,-1.384465400143110925e+00
7.409232903823903538e-01,-1.445830761379554019e+00
8.296013658342649144e-01,-1.519935555805363991e+00
8.217068504717199851e-01,-1.379595817654827972e+00
8.418336714442142821e-01,-1.385468579206337036e+00
9.094556199099315119e-01,-1.481974322452777049e+00
8.602401306153102389e-01,-1.370655606070076082e+00
-2.012989898254113896e-02,1.402791387755900065e-01
8.906961282441752115e-01,-1.431543100207377073e+00
9.073400463413978656e-01,-1.455718576946748000e+00
8.755980694580531853e-01,-1.388309559937686899e+00
8.085223178873375272e-01,-1.246741169208070987e+00
8.083860995698597396e-01,-1.273691663616463909e+00
5.926598373239784223e-01,-8.788669495826930689e-01
5.516094887767553079e-01,-7.965899389938905228e-01
5.255917851055247336e-01,-7.478660349202077562e-01
3.619438989329393230e-01,-4.628390031902467894e-01
1.095028560514515054e-01,-3.443265706784893326e-02
-1.998443588714274022e-01,4.426832553664326042e-01
-3.936103812893355230e-02,2.204286913935641079e-01
-2.590122158575415834e-01,6.189252919544162568e-01
-3.018831578067052157e-01,6.936928357095313302e-01
-4.811360057770305843e-01,1.012069680546880956e+00
-6.627955707581740796e-01,1.337207596489841110e+00
-8.061987357992563830e-01,1.593917496200826012e+00
-1.039687842006125074e+00,1.988616452995604966e+00
-1.138395230822923043e+00,2.134332146655538942e+00
-1.190912214843681038e+00,2.085600335448551057e+00
-1.209392489795418912e+00,1.937213810794031099e+00
-3.691077687490254000e-01,7.315849050427927214e-01
-1.172453370613989909e+00,1.583142693816993019e+00
-1.060962202728020110e+00,1.041784445489740030e+00
-9.629290742269234205e-01,6.810138285779018252e-01
-9.066250292781874442e-01,5.805461150199604514e-01
-6.397156014200822138e-01,1.446819138873711996e-01
-4.615385283567753905e-01,-1.498920769855862090e-01
-1.497493420435165867e-01,-4.796471625472404909e-01
-4.052336153418605730e-02,-5.077994842988694524e-01
2.014803320580527135e-01,-6.353668806954678727e-01
3.916874468100108864e-01,-7.416069416611292819e-01
-5.343378337051936100e-01,1.009388911226485996e+00
4.574454791981901747e-01,-6.493790901637243040e-01
5.558944447900326935e-01,-7.865764018421480541e-01
5.469903918506182627e-01,-6.896189762263827960e-01
5.543274269787387132e-01,-6.873412763598040209e-01
5.350343743665715301e-01,-6.442420610950115867e-01
5.434954768590747332e-01,-6.754172070490563895e-01
5.370191170347817788e-01,-6.862662803385536359e-01
4.958723697988249857e-01,-6.529556492226077369e-01
4.804828740529840103e-01,-6.479678547923708454e-01
4.196485582526843228e-01,-5.387360425632418126e-01
-6.751630552860650170e-01,1.253966936733452942e+00
5.010151604972588046e-01,-7.129781747603033404e-01
5.591980105117154709e-01,-8.667087663518151519e-01
-8.380327171112478268e-01,1.526542288326975916e+00
-8.124998181000786523e-01,1.472486599859204048e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
